Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,,,,Leopard|20,Coffee,,,,,,20,,5092,30/1/2018 7:29,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5091,30/1/2018 6:39,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5088,29/1/2018 19:32,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCTE; rv:11.0) like Gecko,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5087,29/1/2018 9:17,,,,,,,"Mozilla/5.0 (Linux; Android 7.0; SM-P580 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5086,28/1/2018 22:14,,,,,,,"Mozilla/5.0 (X11; CrOS x86_64 10032.86.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.140 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5085,28/1/2018 17:19,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5083,28/1/2018 0:59,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5082,27/1/2018 12:23,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,No,,,,,,18.5,,5079,27/1/2018 2:18,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5078,27/1/2018 1:20,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5076,26/1/2018 20:33,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5075,26/1/2018 10:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5074,26/1/2018 10:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5073,26/1/2018 9:57,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5072,26/1/2018 9:20,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5071,26/1/2018 7:41,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5069,25/1/2018 21:35,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCTE; rv:11.0) like Gecko,,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,5068,25/1/2018 18:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5066,25/1/2018 15:32,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5065,25/1/2018 15:18,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,706,5064,25/1/2018 10:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5063,24/1/2018 20:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,No,,,,,,20,,5062,24/1/2018 19:27,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Poetry|5,Coffee,,,,,,5,,5060,24/1/2018 10:19,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,,5059,24/1/2018 10:18,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5058,24/1/2018 7:23,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,5057,24/1/2018 5:43,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5056,24/1/2018 2:21,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,,5054,24/1/2018 0:25,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5053,23/1/2018 23:01,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5049,22/1/2018 21:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,5048,22/1/2018 20:59,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5047,22/1/2018 6:35,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,5,,5046,21/1/2018 19:39,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5043,20/1/2018 17:54,,,,,,,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,5,978,5042,20/1/2018 15:18,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,No,,,,,,20,,5041,20/1/2018 10:20,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5040,20/1/2018 5:57,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5038,19/1/2018 21:01,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5037,19/1/2018 17:40,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,,5036,19/1/2018 17:10,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5035,19/1/2018 6:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,5,,5034,19/1/2018 3:22,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5033,19/1/2018 0:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5032,18/1/2018 23:09,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,5031,18/1/2018 22:27,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5030,18/1/2018 22:25,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5025,18/1/2018 17:40,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5024,18/1/2018 12:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,,,,Leopard|20,Tea,,,,,,20,,5022,18/1/2018 3:53,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5021,18/1/2018 0:58,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5020,17/1/2018 10:24,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5019,17/1/2018 10:22,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5018,16/1/2018 22:57,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,No,,,,,,20,,5017,16/1/2018 22:44,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5016,16/1/2018 21:36,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5014,16/1/2018 16:12,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,5013,16/1/2018 13:42,,,,,,,"Mozilla/5.0 (Linux; Android 8.1.0; Pixel Build/OPM1.171019.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,5012,16/1/2018 12:23,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,5011,16/1/2018 8:00,,,,,,,"Mozilla/5.0 (iPad; CPU OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C202 Safari/604.1",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5009,16/1/2018 5:37,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5007,16/1/2018 4:14,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,5006,16/1/2018 2:33,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,5005,15/1/2018 23:46,,,,,,,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,5004,15/1/2018 20:15,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,5002,15/1/2018 18:42,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,5001,15/1/2018 18:10,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4999,15/1/2018 16:37,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4998,15/1/2018 11:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4997,15/1/2018 9:21,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4993,14/1/2018 14:15,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",,,
,,,,,,Poetry|5,Tea,,,,,,5,,4992,13/1/2018 21:32,,,,,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4991,13/1/2018 21:30,,,,,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4990,13/1/2018 20:46,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4988,13/1/2018 0:07,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4987,12/1/2018 19:48,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4986,12/1/2018 6:19,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4985,12/1/2018 2:38,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4984,12/1/2018 2:13,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4983,11/1/2018 20:33,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4982,11/1/2018 14:04,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4981,11/1/2018 10:40,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4979,11/1/2018 8:40,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4976,11/1/2018 1:57,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4975,10/1/2018 4:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4974,10/1/2018 4:00,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4972,9/1/2018 21:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36 OPR/49.0.2725.64",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4971,9/1/2018 3:03,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4969,8/1/2018 18:33,,,,,,,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4968,7/1/2018 21:39,,,,,,,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4965,7/1/2018 6:54,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4964,6/1/2018 10:10,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4962,5/1/2018 10:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4960,3/1/2018 11:17,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4959,3/1/2018 10:32,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4958,3/1/2018 4:56,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4957,2/1/2018 19:45,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4956,2/1/2018 15:47,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4955,2/1/2018 9:58,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4954,2/1/2018 4:19,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4953,30/12/2017 9:29,,,,,,,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4952,29/12/2017 14:13,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.39 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4951,29/12/2017 11:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4950,29/12/2017 7:21,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4947,27/12/2017 21:56,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0,,,
,,,,,,Poetry|5,Coffee,,,,,,5,,4943,25/12/2017 18:33,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4942,25/12/2017 18:30,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4941,23/12/2017 15:33,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4940,23/12/2017 2:00,,,,,,,Mozilla/5.0 (Windows NT 10.0; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,,4939,22/12/2017 8:23,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Poetry|5,Tea,,,,,,5,,4938,22/12/2017 2:15,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4932,21/12/2017 14:09,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
